Geneid,Ctr_s1,Ctr_s2,Ctr_s7,Ctr_s13,RS_s6,RS_s9,RS_s12,RS_s16
ENSG00000231924,1,2,0,0,6,0,1,0
ENSG00000261221,187,242,224,298,222,132,182,163
ENSG00000130167,0,0,0,0,0,0,0,0
ENSG00000185198,0,0,0,0,0,0,0,0
ENSG00000182310,53,66,66,56,56,31,64,26
ENSG00000167483,6,6,6,2,5,3,7,17
ENSG00000186272,33,61,63,56,43,28,42,32
ENSG00000196589,0,0,0,0,0,0,0,0
ENSG00000129437,1,0,5,3,0,0,1,14
ENSG00000126262,0,0,0,0,1,0,0,0
ENSG00000213921,0,0,0,0,0,0,0,0
ENSG00000196684,0,0,0,0,1,0,0,0
ENSG00000283632,10,0,22,0,0,9,8,1
ENSG00000126457,1663,2235,1746,2197,1331,900,1228,1176
ENSG00000079462,83,103,113,108,48,28,41,27
ENSG00000161270,0,0,0,0,0,0,0,0
ENSG00000167635,956,1403,1111,994,801,573,765,709
ENSG00000062370,69,92,66,85,40,49,59,60
ENSG00000105287,306,546,508,513,608,186,343,425
ENSG00000188269,0,0,0,0,0,0,0,0
ENSG00000130312,250,266,328,281,257,136,249,228
ENSG00000214046,330,448,388,403,343,220,298,275
ENSG00000128626,316,441,365,449,405,181,288,272
ENSG00000267631,0,0,0,0,0,0,0,0
ENSG00000104818,0,0,0,0,0,0,0,0
ENSG00000167615,2381,2693,2345,2901,1759,1782,3015,2959
ENSG00000142233,1,2,0,1,2,1,3,5
ENSG00000124440,10,7,6,6,82,2,2,1
ENSG00000167733,29,48,45,24,42,49,65,53
ENSG00000104814,0,0,4,5,4,0,2,3
ENSG00000267291,0,0,0,0,0,0,0,0
ENSG00000178982,1086,1397,1157,1323,956,549,865,837
ENSG00000267375,0,0,0,0,0,0,0,0
ENSG00000182472,1,0,1,1,1,0,0,1
ENSG00000267892,0,0,0,0,0,0,0,0
ENSG00000178934,0,0,0,0,0,0,0,0
ENSG00000207296,0,0,0,0,0,0,0,0
ENSG00000171747,0,0,1,1,0,1,0,0
ENSG00000268756,0,0,0,0,0,0,0,0
ENSG00000130402,8070,12684,11325,13484,8935,5034,6736,8971
ENSG00000105357,0,4,0,0,4,1,5,18
ENSG00000071564,1335,2019,1720,1674,1253,650,960,1007
ENSG00000125746,317,506,401,440,342,247,353,341
ENSG00000011451,1410,1756,1708,1960,1278,1067,1744,1683
ENSG00000240846,0,0,0,0,0,0,0,0
ENSG00000267372,3,0,1,5,3,2,5,3
ENSG00000279488,0,0,2,0,0,0,0,0
ENSG00000267755,0,0,0,0,0,0,0,0
ENSG00000185988,0,0,0,0,0,0,0,1
ENSG00000160953,437,634,608,558,493,273,390,319
ENSG00000115255,39,67,34,44,47,39,53,104
ENSG00000141867,946,989,1401,1085,778,734,780,618
ENSG00000160877,2035,2579,2283,2362,1966,1188,1795,1689
ENSG00000267512,0,0,0,0,0,0,0,0
ENSG00000104915,454,385,500,494,311,231,346,332
ENSG00000160888,287,258,314,456,144,208,270,135
ENSG00000287296,0,0,0,0,0,0,0,0
ENSG00000267598,0,0,0,0,0,0,0,0
ENSG00000213253,0,1,0,1,0,0,0,0
ENSG00000141837,257,406,524,52,596,445,508,68
ENSG00000179218,19336,27242,21692,22802,17384,13131,21052,21585
ENSG00000269720,0,0,0,0,1,0,0,0
ENSG00000130303,33,8,22,80,771,3,73,13
ENSG00000282851,0,0,1,0,8,0,1,1
ENSG00000141971,217,255,240,290,209,135,168,149
ENSG00000269481,2,4,2,2,0,2,0,3
ENSG00000254503,1,0,0,0,1,0,0,0
ENSG00000269053,0,0,0,0,0,0,0,0
ENSG00000188051,0,1,1,0,7,0,4,6
ENSG00000269035,0,0,0,0,0,0,0,0
ENSG00000269736,0,0,0,0,0,0,0,0
ENSG00000171773,0,0,0,0,0,0,0,0
ENSG00000105538,94,3,50,27,4,7,66,6
ENSG00000156413,0,0,0,0,0,0,1,0
ENSG00000171124,1,0,0,0,0,0,0,0
ENSG00000267709,0,0,0,0,0,0,0,0
ENSG00000130383,0,0,0,0,0,0,0,0
ENSG00000267751,0,7,4,3,0,1,2,0
ENSG00000252539,0,0,0,0,0,0,0,0
ENSG00000099866,0,3,5,1,5,5,7,10
ENSG00000172270,6422,9066,7434,7601,7457,5118,7939,6614
ENSG00000105464,260,228,326,91,486,185,260,47
ENSG00000105523,0,0,0,0,2,1,1,2
ENSG00000006638,59,56,69,51,79,22,97,44
ENSG00000226800,2,6,5,0,4,2,6,0
ENSG00000105298,262,343,363,360,285,198,244,228
ENSG00000186111,1199,1812,1512,1818,2097,1190,2183,2311
ENSG00000267304,0,0,0,0,0,0,0,0
ENSG00000268189,3,2,1,1,0,0,0,0
ENSG00000279203,1,2,1,1,1,2,0,0
ENSG00000105127,357,446,419,444,320,210,293,270
ENSG00000089351,509,1117,690,878,736,428,737,908
ENSG00000087903,132,121,151,126,86,122,111,109
ENSG00000267262,0,0,0,0,0,0,0,0
ENSG00000267589,0,0,0,0,0,0,0,0
ENSG00000267299,0,0,0,0,0,0,0,0
ENSG00000267415,0,0,0,0,0,0,0,0
ENSG00000284490,2,0,0,0,0,0,0,0
ENSG00000130382,1517,2394,1806,2155,1146,895,1338,1232
ENSG00000267563,0,0,0,0,0,0,0,0
ENSG00000280394,0,0,0,0,0,0,0,0
ENSG00000167769,0,0,0,0,1,0,0,3
ENSG00000269802,0,0,1,0,0,0,0,0
ENSG00000125656,515,713,615,634,458,269,430,430
ENSG00000125652,150,197,185,224,164,127,180,141
ENSG00000125650,29,26,29,22,28,29,30,32
ENSG00000125651,1208,1914,1384,1589,1398,654,1009,967
ENSG00000269444,0,0,0,0,0,0,0,2
ENSG00000274390,0,0,0,0,0,0,0,0
ENSG00000273758,0,0,0,0,0,0,0,0
ENSG00000214347,0,0,0,0,0,0,1,0
ENSG00000284159,0,0,0,0,0,0,0,0
ENSG00000181240,1,0,0,1,3,2,0,2
ENSG00000125648,394,659,464,340,362,479,831,598
ENSG00000088247,2721,3028,3851,2900,2149,1362,1879,1410
ENSG00000279716,0,0,0,0,0,0,0,0
ENSG00000267939,3,1,2,2,0,0,4,3
ENSG00000142449,0,0,0,0,0,0,0,0
ENSG00000011243,252,459,321,381,347,227,324,407
ENSG00000104957,225,269,225,231,165,167,183,155
ENSG00000037757,172,207,124,261,129,102,94,139
ENSG00000267633,0,0,0,0,0,0,0,0
ENSG00000104979,750,1066,880,885,720,429,687,596
ENSG00000132024,424,406,488,485,263,316,424,287
ENSG00000131142,0,0,0,0,1,0,0,2
ENSG00000130377,1,3,0,0,1,0,1,0
ENSG00000269653,0,0,0,0,0,0,1,0
ENSG00000268499,1,0,2,0,0,1,0,0
ENSG00000275132,0,0,0,0,0,2,0,0
ENSG00000167642,3,7,2,117,2,10,4,94
ENSG00000167641,2,2,4,157,0,0,1,64
ENSG00000267748,0,0,0,0,0,0,0,0
ENSG00000286037,0,0,0,0,0,0,0,0
ENSG00000200209,0,0,0,0,0,0,0,0
ENSG00000167645,718,855,706,1193,659,584,813,988
ENSG00000167644,0,0,0,0,0,0,0,0
ENSG00000174951,4,2,7,6,4,3,2,2
ENSG00000104907,420,467,481,504,394,226,388,304
ENSG00000239382,34,52,33,40,38,23,39,47
ENSG00000267698,3,0,2,2,0,0,0,0
ENSG00000105270,545,1089,601,563,763,606,1077,860
ENSG00000161277,49,54,46,55,69,34,85,35
ENSG00000280023,0,0,1,1,0,0,0,0
ENSG00000105261,0,0,0,0,1,0,0,0
ENSG00000105258,48,52,31,75,47,27,28,18
ENSG00000105254,1018,996,977,1291,858,624,818,717
ENSG00000279504,0,0,0,0,0,0,0,0
ENSG00000126247,7192,7856,6428,7712,5677,4264,6335,5373
ENSG00000270760,0,1,0,2,0,2,0,0
ENSG00000167766,492,565,506,517,349,293,383,350
ENSG00000269825,77,85,112,107,60,22,32,16
ENSG00000204604,116,237,177,225,220,84,118,148
ENSG00000267852,0,0,0,0,0,0,0,0
ENSG00000075702,181,165,409,249,87,59,35,12
ENSG00000170909,22,33,21,76,83,24,35,35
ENSG00000170906,346,422,379,410,334,225,343,315
ENSG00000105618,403,532,479,572,345,218,343,309
ENSG00000237017,1,6,1,3,1,1,3,6
ENSG00000088038,526,713,795,653,520,358,490,476
ENSG00000105617,96,153,105,99,100,36,50,60
ENSG00000167608,2,6,5,19,7,2,3,13
ENSG00000125505,1854,5348,1682,1924,5862,1497,1980,2236
ENSG00000170892,365,540,430,511,451,269,512,361
ENSG00000223660,0,0,0,0,0,0,0,0
ENSG00000170889,4568,5202,4684,4743,3049,2145,3374,2407
ENSG00000224579,0,0,0,0,0,0,0,0
ENSG00000269524,0,0,0,0,0,0,0,0
ENSG00000235081,0,0,1,0,1,0,0,0
ENSG00000244482,0,1,1,1,0,0,0,0
ENSG00000249189,0,0,0,0,0,0,0,0
ENSG00000105609,0,0,0,0,0,0,0,0
ENSG00000212314,0,0,0,0,0,0,0,0
ENSG00000240296,0,0,0,0,1,1,2,1
ENSG00000131042,0,0,0,0,0,0,0,0
ENSG00000264703,0,0,0,0,0,0,0,0
ENSG00000104880,470,698,616,666,473,278,515,425
ENSG00000198077,0,0,0,0,0,0,0,0
ENSG00000099785,198,207,216,240,303,185,353,202
ENSG00000189144,18,43,38,29,27,17,16,19
ENSG00000257103,1168,1670,1437,1431,959,674,932,960
ENSG00000099875,1105,629,1080,803,461,1098,657,506
ENSG00000105699,65,52,43,57,51,13,40,31
ENSG00000132026,0,0,0,0,0,0,0,1
ENSG00000105707,0,0,0,0,1,0,0,0
ENSG00000126453,126,128,202,211,77,40,81,43
ENSG00000188368,3,10,9,6,6,3,9,7
ENSG00000261341,1,1,0,4,1,0,0,0
ENSG00000142002,1694,1521,1852,1957,997,925,1121,1072
ENSG00000188321,85,139,97,116,99,61,88,83
ENSG00000125743,1348,1669,1442,1726,1190,659,982,1084
ENSG00000171942,0,0,0,0,0,0,0,0
ENSG00000260001,17,12,22,20,16,15,29,22
ENSG00000168995,0,0,0,0,0,0,0,0
ENSG00000129450,0,1,2,0,16,0,5,0
ENSG00000261949,0,0,0,0,0,0,0,0
ENSG00000099341,2156,3102,2528,2932,2280,1276,2400,2183
ENSG00000204532,0,0,0,0,0,0,0,0
ENSG00000179284,1,0,2,0,0,0,0,0
ENSG00000172519,0,0,0,0,0,0,0,0
ENSG00000171936,0,0,0,0,0,0,0,0
ENSG00000237521,0,0,0,0,0,0,0,0
ENSG00000094661,0,0,0,0,0,0,0,0
ENSG00000180448,54,83,60,56,88,53,68,65
ENSG00000104824,1652,2142,2121,1809,1175,802,1188,863
ENSG00000186723,0,0,0,0,0,0,0,0
ENSG00000127515,0,0,0,0,0,0,0,0
ENSG00000160113,314,248,401,432,344,158,339,210
ENSG00000105619,128,177,158,228,196,70,121,126
ENSG00000181781,0,0,0,1,1,0,2,1
ENSG00000130202,830,1826,1036,1349,1574,846,1120,1394
ENSG00000267282,0,1,0,0,0,0,1,0
ENSG00000130204,696,1086,963,1284,789,339,583,585
ENSG00000130203,1,4,27,26,22,5,7,6
ENSG00000280087,0,0,0,0,0,0,0,0
ENSG00000130208,2,2,0,3,0,0,0,0
ENSG00000214855,0,0,0,0,0,0,0,0
ENSG00000267467,0,0,0,0,0,0,0,0
ENSG00000224916,0,0,0,0,0,0,0,0
ENSG00000234906,0,0,0,0,0,0,0,0
ENSG00000267114,2,3,0,1,1,1,0,0
ENSG00000104853,1563,3148,1918,2378,2699,1535,2405,2601
ENSG00000234773,1,4,2,6,5,2,2,3
ENSG00000197857,108,141,145,157,143,100,127,86
ENSG00000213293,1,0,1,2,2,1,1,0
ENSG00000234750,0,2,4,1,0,2,1,2
ENSG00000188868,16,31,38,49,66,23,36,23
ENSG00000198342,22,27,31,36,30,25,25,15
ENSG00000231361,0,0,0,0,0,0,0,0
ENSG00000268744,0,0,0,1,0,0,0,0
ENSG00000248406,0,0,0,0,0,0,0,0
ENSG00000196466,25,23,23,19,20,9,11,12
ENSG00000268870,0,0,0,0,0,0,0,0
ENSG00000180855,16,16,14,21,19,9,13,10
ENSG00000269755,0,0,0,0,1,1,1,0
ENSG00000234848,0,1,0,0,0,0,0,0
ENSG00000242852,0,0,1,1,1,0,1,0
ENSG00000196826,0,0,0,0,0,0,0,0
ENSG00000236483,0,1,1,0,0,0,0,0
ENSG00000232579,0,0,0,0,0,0,1,0
ENSG00000230321,0,0,0,0,0,0,0,0
ENSG00000234003,0,0,0,0,0,0,0,1
ENSG00000235686,0,0,0,0,0,0,0,0
ENSG00000267212,0,0,0,0,0,0,0,0
ENSG00000105607,170,224,157,270,149,95,164,130
ENSG00000161860,2,7,2,4,1,2,0,3
ENSG00000252979,0,0,0,0,0,0,0,0
ENSG00000237589,0,0,0,0,0,0,0,0
ENSG00000229000,2,1,1,1,2,1,4,0
ENSG00000238150,0,0,0,1,0,0,1,0
ENSG00000269877,0,0,0,0,0,0,0,0
ENSG00000199031,0,0,0,0,0,0,0,0
ENSG00000284568,0,0,0,0,0,0,0,0
ENSG00000199095,0,0,0,0,0,0,0,0
ENSG00000199143,0,0,0,0,0,0,0,0
ENSG00000269564,0,0,0,0,0,0,0,0
ENSG00000142405,3,0,1,1,0,1,1,0
ENSG00000228323,0,0,1,2,0,0,0,0
ENSG00000179820,4737,3975,5299,5513,3554,2918,3691,2974
ENSG00000232220,0,0,0,0,0,0,0,0
ENSG00000126583,2,1,3,6,3,4,0,3
ENSG00000105605,190,931,274,542,355,44,203,554
ENSG00000142408,317,1028,259,728,426,102,160,626
ENSG00000284583,0,0,0,0,0,0,0,0
ENSG00000130433,40,94,40,89,29,20,34,41
ENSG00000276206,0,0,0,0,0,0,0,0
ENSG00000189068,0,0,0,0,0,1,0,0
ENSG00000105643,146,176,148,218,83,79,101,101
ENSG00000230522,0,0,0,0,0,0,0,0
ENSG00000237247,0,0,0,0,0,0,0,0
ENSG00000105325,553,785,822,826,593,362,480,527
ENSG00000252408,0,0,0,0,0,1,0,0
ENSG00000161091,553,932,661,669,853,369,938,883
ENSG00000267436,0,0,0,0,0,0,0,0
ENSG00000267231,0,0,0,0,0,0,0,0
ENSG00000279590,0,0,0,0,0,0,0,0
ENSG00000266959,0,0,1,0,0,0,1,0
ENSG00000064961,784,1028,874,791,635,431,669,692
ENSG00000179855,4,8,5,4,2,2,1,1
ENSG00000007080,713,1051,879,950,685,382,556,641
ENSG00000105642,0,0,1,2,11,2,2,1
ENSG00000183397,35,27,20,34,31,13,45,26
ENSG00000268938,2,1,0,0,0,0,0,2
ENSG00000105701,2575,3436,2416,3117,2772,2249,3383,2681
ENSG00000269191,0,1,0,3,1,0,0,0
ENSG00000105700,610,952,766,731,652,324,583,445
ENSG00000268030,7,10,5,11,6,3,6,6
ENSG00000268983,0,0,0,0,0,0,0,0
ENSG00000221983,4068,4588,3919,4655,3991,2476,3426,3225
ENSG00000006016,576,3554,1086,3323,40,164,942,980
ENSG00000006015,292,320,384,440,282,227,374,236
ENSG00000105696,44,579,51,191,55,29,102,257
ENSG00000263490,0,0,0,0,0,0,0,0
ENSG00000186017,57,81,81,74,69,68,89,65
ENSG00000198429,33,84,57,66,17,14,48,56
ENSG00000196757,63,103,94,94,59,62,47,50
ENSG00000267179,0,0,1,0,0,0,1,1
ENSG00000267274,1,2,4,2,1,0,2,1
ENSG00000197054,3,9,10,11,3,8,8,5
ENSG00000219665,26,36,32,19,22,11,35,26
ENSG00000286098,0,0,0,0,0,0,0,0
ENSG00000252060,0,0,0,0,0,0,0,0
ENSG00000197647,30,35,26,75,30,21,55,69
ENSG00000257355,0,0,0,0,0,0,0,0
ENSG00000212497,0,0,0,0,0,0,0,0
ENSG00000257446,0,2,2,4,2,0,0,1
ENSG00000223547,56,63,59,56,56,41,57,43
ENSG00000252546,0,0,0,0,0,0,0,0
ENSG00000286132,13,25,19,24,19,5,13,6
ENSG00000199444,0,0,0,0,0,0,0,0
ENSG00000214189,9,5,8,4,7,4,3,1
ENSG00000132010,2,5,4,4,3,1,4,3
ENSG00000237273,0,0,0,0,0,0,0,0
ENSG00000212576,0,0,0,0,0,0,0,0
ENSG00000213297,0,0,0,0,0,0,0,0
ENSG00000242615,4,15,7,8,5,2,5,7
ENSG00000257591,3,6,3,4,5,1,3,0
ENSG00000166704,66,119,81,101,88,40,66,78
ENSG00000176593,24,52,55,51,32,7,33,74
ENSG00000235974,0,0,0,0,0,1,0,0
ENSG00000286949,0,0,0,0,1,0,0,0
ENSG00000242675,0,0,0,0,0,0,0,0
ENSG00000104892,1,0,0,0,0,0,1,1
ENSG00000104881,169,71,361,144,65,134,166,74
ENSG00000117877,43,52,75,53,42,31,40,19
ENSG00000104884,623,777,620,605,584,488,707,484
ENSG00000183647,33,55,63,82,30,21,41,32
ENSG00000161551,65,92,84,77,37,63,88,102
ENSG00000283236,1,3,1,2,2,2,6,6
ENSG00000268095,0,2,1,0,2,1,0,0
ENSG00000198093,40,81,52,94,40,24,51,49
ENSG00000283285,0,0,0,0,0,0,0,0
ENSG00000176024,23,75,49,40,39,29,24,41
ENSG00000269235,0,2,2,2,2,0,0,5
ENSG00000256683,56,98,85,79,104,49,73,56
ENSG00000079805,1543,2092,1762,2336,1245,1042,1454,1582
ENSG00000170929,0,0,0,0,0,0,0,0
ENSG00000161807,0,0,0,0,0,0,0,0
ENSG00000275787,0,0,0,0,0,0,0,0
ENSG00000170920,0,0,0,0,0,0,0,0
ENSG00000130803,321,481,413,435,424,239,378,329
ENSG00000188000,0,0,0,0,0,0,0,0
ENSG00000267418,0,0,0,0,0,0,0,0
ENSG00000267775,0,0,0,0,0,0,0,0
ENSG00000187847,0,0,0,0,0,0,0,0
ENSG00000174667,0,0,0,0,0,0,0,0
ENSG00000170923,0,0,0,0,0,0,0,0
ENSG00000079432,1246,1744,1754,1663,1808,969,1664,1450
ENSG00000166289,122,38,160,88,73,95,108,20
ENSG00000185385,0,0,0,0,0,0,0,0
ENSG00000269678,0,0,0,0,0,0,0,0
ENSG00000104936,298,262,265,297,310,241,600,367
ENSG00000269419,0,0,0,0,0,0,0,0
ENSG00000188039,0,0,0,0,0,0,1,0
ENSG00000269799,0,0,0,0,0,0,0,0
ENSG00000127511,593,1042,778,869,1125,478,972,882
ENSG00000268743,0,3,0,0,4,0,1,2
ENSG00000127533,0,4,1,2,2,2,0,2
ENSG00000160111,4,15,12,10,7,7,18,6
ENSG00000264250,0,0,0,0,0,0,0,0
ENSG00000263595,0,0,0,0,0,0,0,0
ENSG00000268985,0,0,0,0,0,0,0,0
ENSG00000131351,95,115,153,141,69,29,30,28
ENSG00000268289,0,0,0,0,0,0,0,0
ENSG00000269066,0,0,0,0,0,0,0,0
ENSG00000099625,87,138,95,129,153,84,135,100
ENSG00000267778,2,0,1,2,1,2,2,2
ENSG00000099624,682,800,861,1014,699,504,785,519
ENSG00000288704,4,1,1,8,1,0,2,3
ENSG00000167470,1129,1177,1424,1336,872,797,996,660
ENSG00000105711,73,103,150,154,186,42,141,75
ENSG00000187902,0,0,0,0,1,0,1,0
ENSG00000167384,95,130,83,88,66,45,80,46
ENSG00000277531,4,15,3,0,0,0,1,0
ENSG00000089356,0,0,0,0,0,0,0,0
ENSG00000105088,5,50,1,7,24,8,26,7
ENSG00000132000,32,102,39,61,78,62,87,52
ENSG00000187556,4,11,3,8,5,3,6,4
ENSG00000142549,1,0,2,0,1,0,1,2
ENSG00000283567,1,0,0,0,0,0,0,0
ENSG00000129946,1,11,0,0,58,1,9,13
ENSG00000213965,227,351,262,325,244,186,274,195
ENSG00000284491,0,0,0,0,0,0,0,0
ENSG00000181588,282,453,507,406,338,228,267,209
ENSG00000186806,31,39,32,28,66,29,55,36
ENSG00000011332,34,65,59,99,27,12,20,30
ENSG00000213889,9,7,15,5,4,4,2,9
ENSG00000223802,11,31,17,14,35,6,25,22
ENSG00000268041,2,2,3,3,2,2,4,6
ENSG00000213030,0,0,0,0,0,0,0,0
ENSG00000205076,0,0,0,0,0,0,0,0
ENSG00000170954,76,152,97,87,100,36,118,97
ENSG00000104848,1,1,1,2,1,0,1,0
ENSG00000130477,30,94,39,589,860,40,135,310
ENSG00000262484,3,0,0,0,1,0,0,1
ENSG00000171903,0,0,0,1,1,0,0,1
ENSG00000178201,4,5,5,4,4,5,10,4
ENSG00000130812,3,2,4,1,2,4,4,2
ENSG00000142235,2,4,0,4,7,3,3,6
ENSG00000205718,0,0,0,0,0,0,0,0
ENSG00000104827,0,0,0,0,0,0,0,0
ENSG00000105556,372,707,331,419,443,223,324,335
ENSG00000174652,202,250,189,239,146,113,138,140
ENSG00000269855,0,0,0,0,0,0,0,0
ENSG00000127616,1915,3026,2579,2822,1873,1104,1472,1576
ENSG00000205209,4,8,3,2,9,2,3,1
ENSG00000131943,329,366,289,297,297,207,336,235
ENSG00000167378,220,564,277,381,375,151,262,370
ENSG00000172687,61,91,98,119,69,53,76,69
ENSG00000196337,4,2,1,5,5,0,0,2
ENSG00000105143,0,0,0,0,0,0,0,0
ENSG00000267465,0,0,0,0,0,0,0,0
ENSG00000099331,2267,3410,2753,2898,2148,1757,2163,1683
ENSG00000268500,0,0,0,0,0,0,0,0
ENSG00000131848,24,30,26,25,29,18,16,23
ENSG00000153885,648,368,755,460,240,269,307,256
ENSG00000189042,49,98,72,95,56,39,46,59
ENSG00000018869,17,41,15,23,28,13,23,27
ENSG00000171291,31,56,71,58,16,44,58,43
ENSG00000104972,0,0,0,0,0,0,0,0
ENSG00000120784,157,145,161,135,89,55,125,96
ENSG00000270011,4,3,4,2,3,3,7,2
ENSG00000160392,161,214,187,193,150,117,123,147
ENSG00000204577,2,1,3,2,2,0,5,4
ENSG00000167380,135,253,159,195,184,109,147,185
ENSG00000197608,153,346,157,201,268,111,171,217
ENSG00000186474,0,0,0,0,0,0,0,0
ENSG00000198131,182,299,234,226,179,111,194,142
ENSG00000159915,2,1,6,6,5,0,5,3
ENSG00000198633,0,2,0,0,0,1,0,4
ENSG00000196267,33,45,26,29,33,16,24,25
ENSG00000105576,1279,1994,1684,1563,1710,937,1433,1366
ENSG00000167491,1605,2061,2019,2106,1516,871,1260,1276
ENSG00000182986,210,451,348,346,294,189,334,316
ENSG00000179213,0,0,0,0,0,0,0,0
ENSG00000160336,148,255,162,187,163,91,149,127
ENSG00000171119,0,0,0,0,0,0,0,0
ENSG00000188283,75,94,61,81,74,62,82,76
ENSG00000267680,66,129,76,100,86,39,87,76
ENSG00000204519,84,120,94,141,71,56,61,56
ENSG00000269026,0,0,0,0,0,0,0,0
ENSG00000179909,33,181,43,90,108,44,97,54
ENSG00000083814,37,78,28,70,71,24,47,56
ENSG00000152443,156,244,168,211,163,110,147,134
ENSG00000180532,0,0,0,0,2,0,0,1
ENSG00000197782,183,226,136,158,161,93,130,126
ENSG00000283695,0,0,0,0,0,0,0,0
ENSG00000213793,39,84,87,68,53,34,39,24
ENSG00000269646,0,0,2,4,1,0,5,0
ENSG00000221874,0,0,0,0,0,0,0,0
ENSG00000213801,4,4,7,8,3,4,2,3
ENSG00000180257,48,126,50,80,93,37,56,64
ENSG00000197937,134,258,201,196,169,94,152,114
ENSG00000197497,37,55,38,45,51,27,40,33
ENSG00000268842,0,0,0,0,0,0,0,0
ENSG00000269001,61,120,134,81,81,42,99,69
ENSG00000267809,3,19,10,8,8,4,4,11
ENSG00000197928,141,332,129,172,171,81,161,175
ENSG00000269288,0,0,0,0,0,0,0,0
ENSG00000196131,0,0,0,0,0,0,0,0
ENSG00000228567,0,0,0,0,0,0,0,0
ENSG00000269758,0,0,0,0,0,0,0,0
ENSG00000189348,0,0,0,0,0,0,0,0
ENSG00000163098,0,0,0,0,0,0,0,0
ENSG00000170949,263,539,340,351,364,300,341,306
ENSG00000215601,0,0,0,0,0,0,0,0
ENSG00000215603,0,0,0,0,0,0,0,0
ENSG00000231341,2,0,0,0,2,0,1,1
ENSG00000231436,0,0,0,0,0,0,0,0
ENSG00000234795,1,0,0,0,0,0,0,0
ENSG00000225878,0,0,0,0,0,0,0,0
ENSG00000236435,0,0,0,0,0,0,0,0
ENSG00000278478,0,0,0,0,0,0,0,0
ENSG00000258991,0,0,0,0,0,0,0,0
ENSG00000237048,0,0,0,0,0,0,0,0
ENSG00000197038,0,0,0,0,0,0,0,0
ENSG00000147761,0,0,0,0,0,0,0,0
ENSG00000224518,0,0,0,0,0,0,0,0
ENSG00000231988,0,0,0,0,0,0,0,0
ENSG00000238073,0,0,0,0,0,0,0,0
ENSG00000275866,0,0,0,0,0,0,0,0
ENSG00000237427,0,0,0,0,0,0,0,0
ENSG00000206159,4,0,0,0,0,0,0,0
ENSG00000286173,0,0,0,0,0,0,0,0
ENSG00000131538,0,0,0,0,0,0,0,0
ENSG00000271595,0,0,0,0,0,0,0,0
ENSG00000183704,0,0,0,0,0,0,0,0
ENSG00000233944,0,0,0,0,0,0,0,0
ENSG00000232927,0,0,0,1,0,0,0,0
ENSG00000240450,0,0,0,0,0,0,0,0
ENSG00000229250,0,0,0,0,0,0,0,0
ENSG00000239225,0,0,0,0,0,0,0,0
ENSG00000277438,0,0,0,0,0,0,0,0
ENSG00000147753,0,0,0,0,0,0,0,0
ENSG00000228786,0,0,0,0,0,0,0,0
ENSG00000286217,0,0,0,0,0,0,0,0
ENSG00000259154,0,0,0,0,0,0,0,0
ENSG00000233803,0,0,0,0,0,0,0,0
ENSG00000169789,0,0,0,0,0,0,0,0
ENSG00000205936,0,0,0,0,0,0,0,0
ENSG00000231874,0,0,0,0,0,0,0,0
ENSG00000273589,0,0,0,0,0,0,0,0
ENSG00000226061,0,0,0,0,0,0,0,0
ENSG00000225189,0,0,0,0,0,0,0,0
ENSG00000273863,0,0,0,0,0,0,0,0
ENSG00000280961,0,0,0,0,0,0,0,0
ENSG00000231514,0,0,0,0,0,0,0,0
ENSG00000235511,0,0,0,0,0,0,0,0
ENSG00000228571,0,0,0,0,0,0,0,0
ENSG00000227633,0,0,0,0,0,0,0,0
ENSG00000223407,0,0,0,0,0,0,0,0
ENSG00000234744,0,0,0,0,0,0,0,0
ENSG00000226504,0,0,0,0,0,0,0,0
ENSG00000232845,0,0,0,0,0,0,0,0
ENSG00000232583,0,0,0,0,0,0,0,0
ENSG00000271375,0,0,0,0,0,0,0,0
ENSG00000169811,0,0,0,0,0,0,0,0
ENSG00000235001,10,11,14,13,8,3,7,4
ENSG00000224634,0,0,0,0,0,0,0,0
ENSG00000285470,0,0,0,0,0,0,0,0
ENSG00000226092,0,0,0,0,0,0,0,0
ENSG00000225516,0,0,0,0,0,0,0,0
ENSG00000212856,0,0,0,0,0,0,0,0
ENSG00000277930,0,0,0,0,0,0,0,0
ENSG00000129862,0,0,0,0,0,0,0,0
ENSG00000236620,0,0,0,0,0,0,0,0
ENSG00000228890,0,0,0,0,0,0,0,0
ENSG00000234620,0,0,0,0,0,0,0,2
ENSG00000236690,0,0,0,0,0,0,0,0
ENSG00000188656,0,0,0,0,0,0,0,0
ENSG00000273693,0,0,0,0,0,0,0,0
ENSG00000275310,0,0,0,0,0,0,0,0
ENSG00000114374,498,12,0,1,0,37,1,0
ENSG00000232235,0,0,0,0,0,0,0,0
ENSG00000239893,8,0,0,0,0,0,0,0
ENSG00000169849,0,0,0,0,0,0,0,0
ENSG00000224827,0,0,0,0,0,0,0,0
ENSG00000284380,0,0,0,0,0,0,0,0
ENSG00000169807,0,0,0,0,0,0,0,0
ENSG00000225287,0,0,0,0,0,0,0,0
ENSG00000227867,0,0,0,0,0,0,0,0
ENSG00000234110,0,0,0,0,0,0,0,0
ENSG00000230029,0,0,0,0,0,0,0,0
ENSG00000223422,0,0,0,0,0,0,0,0
ENSG00000215506,1,0,0,0,0,0,0,0
ENSG00000224571,0,0,0,0,0,0,0,0
ENSG00000231159,0,0,0,0,0,0,0,0
ENSG00000225653,0,0,0,0,0,0,0,0
